FID,X,Y,twi,curvature,slope,elevation,aspect,lithology,land_use,class
173,377719,7354677,4.891144753,-0.018088762,16.72619629,6.98177433,334.005188,2,90,1
62,383570.9519,7359979.02,4.393250942,0.022316983,13.88569736,208.2548218,272.307312,65,90,0
82,383570.9519,7360314.301,6.25454092,-0.002000299,38.23459244,69.52742004,308.473175,65,90,0
172,377715.4625,7354614.55,3.366520405,0.002565578,34.61306,55.50190735,324.7636719,65,90,1
49,382699.2222,7360498.705,9.949320793,1.31E-05,0.301006883,1.607046247,47.99370193,2,70,0
103,370587,7344750,3.646704912,-0.011569655,27.54376793,13.00906944,251.3460693,2,20,1
93,371014.2463,7352153.709,10.48664856,-1.89E-06,0.143903494,3.031361341,224.8419342,2,110,0
186,381307,7355824,6.148293495,-0.007408384,9.70205307,35.09121323,250.9653015,2,90,1
10,368975.162,7350456.033,13.03829384,-8.98E-07,0.073538855,3.617308855,334.9367065,2,30,0
95,372284.2488,7352492.376,8.603629112,-1.09E-05,0.105102539,3.483508587,335.6384583,2,60,0
25,371290.2708,7352142.755,15.65245438,2.48E-06,0.159033969,2.874268055,78.74884796,2,90,0
11,369272.8188,7350753.69,11.62269306,3.79E-05,0.189954817,3.404247761,20.23656464,2,30,0
1,367916.8265,7349331.552,12.30442524,1.12E-05,0.083085939,3.834290981,111.0185394,2,70,0
80,383369.7835,7359643.74,3.86370039,0.011012283,22.77289581,202.3163757,125.146965,65,90,0
35,372381.6792,7353531.821,10.03816032,-9.64E-06,0.125191212,1.552634001,286.1853943,2,40,0
159,376797,7353183,5.254999638,-0.001757329,27.57062721,44.77903366,100.0996017,2,90,1
19,370265.0083,7351778.953,9.495347023,0.000133858,0.041384526,3.124878407,330.9542236,2,110,0
154,379303,7352812,4.3637743,1.54E-05,26.98565483,20.04534149,359.5057983,2,30,1
51,382866.8625,7360096.368,7.945268631,-7.72E-05,0.220423788,1.703507662,114.4734116,65,90,0
13,369570.4757,7351051.347,11.26692581,7.14E-06,0.058620878,3.782435894,229.6964874,2,30,0
4,368247.5563,7349662.282,9.709451675,-5.22E-05,0.382601768,4.309355736,83.60820007,2,130,0
106,371091,7345232,6.278617859,0.000968354,23.33914185,14.64774036,89.30664825,2,90,1
5,368677.5051,7349265.406,10.12031269,-7.12E-07,0.230634719,4.190730572,211.1247711,2,130,0
170,377535.0937,7354527.194,4.304924,4.304924,28.372442,68.982224,17.409184,2,90,1
75,383990.0527,7358906.122,4.370188713,-0.000582805,26.83731461,40.01099777,359.7502441,2,90,0
67,383151.8511,7359744.324,3.7554245,0.002070031,25.07067108,122.7884827,327.4018555,65,90,0
121,371658,7347211,7.58067131,-0.010924788,11.79544353,2.482979774,271.4399719,2,30,1
150,375711,7348857,5.155329227,0.006003553,24.77268982,17.39791679,113.4725494,2,20,1
44,372216.3143,7353101.872,12.69305134,-1.46E-05,0.126745686,1.24672246,300.0071716,2,40,0
148,375221,7348759,5.168181896,-0.011900878,21.73439217,36.08774567,117.8452606,2,90,1
117,371843,7346480,4.025763035,-0.008107572,28.1687851,29.66653061,282.0887146,2,90,1
169,377535.0937,7354527.194,2.814144611,0.007810368,30.94521713,68.98222351,17.4091835,2,90,1
14,369868.1325,7350720.617,9.046629906,-2.34E-06,0.0674868,4.025196075,356.9585571,2,30,0
174,380247,7355075,3.111852407,0.009216893,65.80791473,183.3863068,335.5787048,65,90,1
171,377584.7938,7354582.006,4.157443047,0.003729326,38.0387764,45.69155884,323.5971985,2,90,1
196,379740.3229,7357240.187,6.682012081,-0.008087832,11.33861351,5.026316166,0.30454123,65,90,1
184,381355,7355736,3.58451438,0.007190312,29.03040504,26.77646637,204.0003815,2,90,1
180,380230,7355402,5.344609737,0.000538481,13.42476082,189.9815979,180.9011688,65,90,1
131,372376,7347832,4.464550495,0.00322865,24.72109985,30.01114845,317.0439758,65,30,1
161,376611,7353297,4.381351471,-0.008427303,26.58053398,9.982554436,322.3036499,2,20,1
189,379107.6353,7356031.792,5.45425272,0.000719685,18.8932991,64.99707031,310.6597595,65,90,1
6,368611.3592,7349596.136,11.08378315,-1.11E-08,0.193605423,4.076556683,168.9861145,2,130,0
193,378948,7356580,3.619275093,-0.017792666,15.0950098,2.292150021,326.8956299,2,90,1
39,372976.9929,7353234.164,10.64390278,-1.33E-05,0.273250073,1.477753639,88.41020203,2,40,0
77,383638.008,7358922.886,4.402962208,0.009477725,20.16479874,115.2343674,298.3141479,65,90,0
86,368389.5744,7350058.205,10.74233818,1.89E-05,0.198108301,3.779527664,286.0341492,2,130,0
158,379144,7353157,7.022772789,-0.024067197,14.01349735,10.54997253,144.7627258,65,30,1
198,380401,7357501,5.076711655,-0.009964942,10.60371113,2.376335144,347.4897461,65,20,1
115,372083,7346335,3.346848726,0.002410404,35.1417923,59.77449799,130.4406128,2,90,1
12,369603.5486,7350555.252,11.7206831,-3.65E-06,0.093094155,3.809620857,322.0364075,2,30,0
157,376778,7353100,5.418625355,-0.018787326,21.75156975,40.25185776,96.37905884,2,90,1
41,372580.1171,7352506.558,10.25840187,-4.72E-06,0.281242073,3.019488335,31.45954704,2,60,0
15,369801.9865,7351349.004,8.80612278,0.000126504,0.213618577,3.485026836,244.8800201,2,90,0
177,380890,7355173,5.186469078,-0.000320228,26.71403694,65.00498962,89.91781616,2,90,1
98,368516.5746,7349148.036,9.859848022,-2.71E-06,0.119702652,3.693448544,211.1218414,2,70,0
175,380188,7355077,4.31979847,-0.01537165,33.86004257,25.91223907,277.4851379,65,90,1
119,372439,7346564,6.534352303,0.002965473,20.69125748,19.49218369,266.3990784,2,90,1
164,377247,7353988,5.888437748,-0.011307991,14.00481987,6.933695793,318.743042,65,90,1
97,373003.9169,7353508.378,9.596518517,-1.64E-05,0.116822921,1.298720121,68.51728058,2,40,0
107,366716,7345368,4.903971195,-0.009722091,30.68343925,9.783023834,163.2244263,65,90,1
76,383855.9405,7358822.302,3.713516235,0.001808223,26.0045929,81.24810028,125.638855,65,90,0
125,373849,7347447,4.856287003,-0.014100105,28.57059479,52.26003647,139.2436371,2,20,1
132,372941,7347998,3.60954833,-0.012105102,15.14378834,6.60908699,298.9131775,65,30,1
70,383537.4238,7359744.324,4.762183666,0.000621233,27.14942741,167.2544098,128.5608368,65,90,0
147,375215,7348749,3.332907915,-0.008558434,19.64105988,34.96390915,116.8308334,2,90,1
45,379472.5267,7346328.525,4.174714565,0.012010886,17.09745026,102.6111145,133.0841522,2,90,0
136,373158,7348156,4.617191315,-0.008527162,21.56494331,30.23019981,322.1996765,65,30,1
108,370469,7345465,4.96600914,-0.015565236,15.58041096,7.683497429,344.0715332,2,30,1
27,371786.3655,7351778.953,9.100832939,1.30E-05,0.191779539,3.722960949,240.0473175,2,90,0
128,371923.9063,7347689.031,3.276497602,0.005552585,37.06031418,24.20172119,298.2260742,2,30,1
188,380895,7356004,3.012065887,0.000458784,26.19254303,119.2698059,22.16379929,65,90,1
135,373085,7348103,3.785868,3.785868,24.407747,29.56753,327.68576,65,30,1
197,380389,7357243,3.866227627,0.006108769,22.72119141,85.26066589,78.49642944,65,90,1
105,366577,7345230,5.38303566,-0.01942778,22.46250534,8.757501602,106.2530823,65,90,1
149,375682,7348815,4.025218964,-0.003749314,28.18175507,20.49674416,131.1707153,2,20,1
58,383956.5247,7359895.2,5.253594399,0.000838237,14.65117836,28.0077877,144.6604614,65,90,0
90,369744.2438,7350989.54,9.812245369,7.13E-05,0.062769882,3.913163424,262.8673706,2,30,0
111,372569,7346250,5.78269577,-0.010979613,20.30931282,9.144705772,306.6059265,2,30,1
140,373418,7348474,3.687173843,0.000300057,26.60417175,35.62966919,307.3996887,65,20,1
145,374080,7347856,6.540839672,8.86E-05,26.80047989,49.94193268,180.6449738,65,90,1
185,378847,7355804,5.607791901,-0.021314397,18.2745018,7.478470325,296.5407104,65,90,1
68,383302.7274,7359878.436,5.949093819,0.00153581,27.54836464,117.5882263,305.6373901,65,90,0
66,382984.2107,7359962.256,5.406590462,0.003367274,12.64469624,23.64742088,306.32901,65,90,0
55,383487.1317,7360548.997,8.351092339,-0.000937577,1.288105488,1.274097681,167.0232086,65,90,0
46,383302.7274,7360716.638,12.25384331,7.49E-06,0.18298693,0.53911674,350.9691772,65,70,0
91,370040.5777,7351624.541,10.87681293,-1.44E-06,0.053253692,2.818068981,114.3266068,2,90,0
101,367437,7344309,6.841595173,-0.017730555,23.18181992,5.089533329,45.19527435,65,90,1
72,383570.9519,7359459.335,3.281414747,0.014482335,20.59378242,199.89888,103.8411026,65,90,0
65,383118.323,7360012.548,4.406497955,0.001692138,13.70988464,15.05957222,266.0046387,65,90,0
126,373367,7347570,2.954426289,-0.007107184,27.52337074,53.852108,148.6078949,2,90,1
116,371802,7346396,5.333580971,0.00957334,18.66872025,13.86297798,226.5265198,2,90,1
194,379331.1667,7356869.344,5.457664013,0.004764464,27.09522057,20.93483734,334.6312561,65,90,1
137,373302,7348245,5.868116856,-0.009845519,15.79193497,34.9756813,316.737854,65,20,1
176,380573,7355121,4.956262589,0.004380087,26.23144722,135.140625,359.4183655,65,90,1
123,372051,7347313,3.471626997,-0.000173854,31.85390091,155.1803741,323.2820435,65,20,1
37,372943.9199,7353796.404,12.56211376,-9.10E-06,0.066218667,0.95663321,9.839621544,2,40,0
33,372216.3143,7352738.069,10.13751984,1.12E-06,0.13602002,2.867485523,315.2435303,2,40,0
124,373124,7347347,3.638765812,0.00560837,27.73070717,42.28518677,148.5493164,2,90,1
42,372117.0953,7352308.12,11.38200283,-1.67E-05,0.143682197,3.5748806,314.0152283,2,90,0
190,379289,7356161,12.44157791,-0.586256087,1.941062689,4.999742985,327.4280396,65,90,1
122,373638,7347284,3.219949245,-0.007090582,21.7802124,14.48589325,232.719696,2,90,1
191,381050,7356277,5.047700405,0.006975551,32.71705627,91.51044464,107.8471451,65,90,1
61,383805.6484,7359610.212,5.070615292,-0.00108718,26.66967583,109.8787537,0.722977221,65,90,0
60,383889.4685,7359409.043,3.151168585,0.000955727,40.56491089,60.23830795,167.2987671,65,90,0
54,383269.1993,7360498.705,8.406996727,-0.000878017,0.38381815,0.900432169,320.5957031,65,20,0
8,368942.089,7349794.574,10.24215984,1.19E-05,0.163340986,4.224579811,234.5426483,2,30,0
139,373334,7348443,3.419426918,-0.011403331,18.12388802,19.7640419,305.9782715,65,30,1
32,371852.5115,7352572.704,10.60793591,-4.12E-05,0.226605654,2.886978149,2.741342545,2,40,0
40,372778.555,7352936.507,11.69437599,-0.000220779,0.458756,1.570614576,338.380127,2,60,0
78,383537.4238,7359174.347,3.897202253,0.004556031,11.47438049,154.8837433,116.599411,65,90,0
141,373481,7348487,7.144595146,-0.006549432,15.43968296,34.91998672,347.2944641,65,90,1
24,370992.6139,7351845.098,11.04977417,-3.14E-06,0.072837688,3.631070137,41.096035,2,90,0
26,371356.4167,7351646.661,11.56996059,-1.02E-05,0.169075996,2.776592016,315.4225769,2,90,0
7,368710.5781,7350257.595,11.7493782,-3.83E-06,0.085938007,3.639151573,323.0506897,2,30,0
96,372622.9162,7353296.711,11.13888264,1.60E-05,0.10827104,2.097743988,250.9362793,2,40,0
18,370132.7164,7351315.931,15.9006691,-2.65E-05,0.112539053,2.898322344,52.08385849,2,90,0
100,369756,7344020,3.450329542,-0.00430832,32.40345001,31.98293114,3.838684797,2,20,1
38,372745.482,7353564.894,10.02053547,7.76E-06,0.25483349,1.859181404,34.55776596,2,40,0
74,383805.6484,7359124.055,7.725523472,-0.001322931,16.24266052,27.89708328,105.6882477,65,90,0
64,383235.6712,7360213.717,4.385065079,-0.000645321,26.4954834,45.19858933,274.4942322,65,90,0
153,379634,7352698,7.075948238,-0.018902203,16.03279495,5.506398201,115.2185287,2,30,1
144,374231,7347807,5.3970294,-0.010983014,19.92059517,12.2870779,129.376709,2,30,1
57,383788.8843,7360146.661,4.525857449,-0.006819286,28.42542839,135.8325958,52.44100571,65,90,0
79,383403.3116,7359375.515,3.499520779,0.002613728,16.81050301,247.2593689,106.9800186,65,90,0
71,383772.1203,7359844.908,4.866606236,0.002153183,31.63123703,80.76529694,113.771698,65,90,0
146,374437,7348062,4.703872681,-0.021236008,19.92075348,55.11418152,100.8986053,2,90,1
28,371554.8546,7352010.463,11.32148838,2.10E-06,0.180399388,3.017257214,279.1859741,2,90,0
178,380692,7355273,5.383821011,0.017677456,28.84728241,102.1309357,340.6282349,65,90,1
166,377383,7354379,4.580520153,-0.011386218,27.13415909,13.50446892,279.2990723,2,90,1
30,371885.5845,7352076.609,11.19334221,-2.36E-06,0.141966075,3.783061504,314.0652161,2,90,0
167,377400,7354452,4.801277161,-0.021547571,22.34081459,9.369758606,282.587616,2,90,1
163,377099,7353932,9.01970768,-0.006065866,6.186596394,1.136379004,318.3579712,2,90,1
