FID,X,Y,twi,curvature,slope,elevation,aspect,lithology,land_use,class
174,380188,7355077,4.31979847,-0.01537165,33.86004257,25.91223907,277.4851379,65,90,1
1,369756,7344220,16.5907402,-0.043385983,0.727487862,0.418544263,159.0172882,2,90,0
62,376611,7353497,16.49356079,-0.011949301,1.114156961,1.11718905,142.5063171,2,90,0
110,372569,7346250,5.78269577,-0.010979613,20.30931282,9.144705772,306.6059265,2,30,1
109,370946.0334,7346022.025,4.132582664,-0.000184477,43.90483093,46.62856293,316.640686,2,30,1
184,378847,7355804,5.607791901,-0.021314397,18.2745018,7.478470325,296.5407104,65,90,1
33,372941,7348198,13.71002674,-0.004133463,2.743611336,2.793571949,237.6634064,65,30,0
134,373085,7348103,3.785868,3.785868,24.407747,29.56753,327.68576,65,30,1
120,371658,7347211,7.58067131,-0.010924788,11.79544353,2.482979774,271.4399719,2,30,1
194,380392,7357192,4.276698589,-6.15E-05,34.77697372,87.62624359,85.4450531,65,90,1
145,374437,7348062,4.703872681,-0.021236008,19.92075348,55.11418152,100.8986053,2,90,1
124,373849,7347447,4.856287003,-0.014100105,28.57059479,52.26003647,139.2436371,2,20,1
12,372569,7346450,2.557453394,1.777488709,37.77635956,47.37740326,158.523407,2,90,0
157,379144,7353157,7.022772789,-0.024067197,14.01349735,10.54997253,144.7627258,65,30,1
156,376778,7353100,5.418625355,-0.018787326,21.75156975,40.25185776,96.37905884,2,90,1
106,366716,7345368,4.903971195,-0.009722091,30.68343925,9.783023834,163.2244263,65,90,1
166,377400,7354452,4.801277161,-0.021547571,22.34081459,9.369758606,282.587616,2,90,1
2,367437,7344509,12.29627419,0.11259079,1.85976696,4.681921959,192.6506958,65,90,0
116,371843,7346480,4.025763035,-0.008107572,28.1687851,29.66653061,282.0887146,2,90,1
171,377715.4625,7354614.55,3.366520405,0.002565578,34.61306,55.50190735,324.7636719,65,90,1
32,372376,7348032,15.11089516,0.058196545,1.312035441,2.267025948,24.72262192,65,20,0
11,370946,7346222,11.36752224,0.031925678,0.596345127,4.893803597,338.1870117,2,30,0
99,369756,7344020,3.450329542,-0.00430832,32.40345001,31.98293114,3.838684797,2,20,1
105,371091,7345232,6.278617859,0.000968354,23.33914185,14.64774036,89.30664825,2,90,1
191,381007,7356383,6.072815895,-0.002748011,7.872956753,115.0125427,89.96906281,65,90,1
167,377410,7354452,4.031870842,-0.019764321,35.36120224,14.52309227,284.9174194,2,90,1
55,379303,7353012,14.5144577,-0.083066665,0.11947006,0.015234779,236.4920807,2,30,0
137,373513.4115,7348380.505,4.140251637,0.002085091,43.68532944,95.91963959,309.282959,65,90,1
30,372536,7347928,8.938522339,0.090170383,1.728890777,4.615410805,29.7790966,65,30,0
72,377585,7354782,12.83097744,0.007376924,0.196248561,0.143971205,177.5443268,2,70,0
31,373697,7347930,6.715711117,1.461128235,21.79494476,127.281311,308.5041199,65,90,0
148,375682,7348815,4.025218964,-0.003749314,28.18175507,20.49674416,131.1707153,2,20,1
112,372173,7346306,6.538524628,-0.013330503,20.64135742,8.205113411,124.8851013,2,90,1
133,373085,7348103,3.150353909,-0.004177365,23.18883133,29.56752968,328.9649658,65,30,1
183,381355,7355736,3.58451438,0.007190312,29.03040504,26.77646637,204.0003815,2,90,1
47,374437,7348262,6.698328495,-1.695419312,23.93498802,69.68115997,92.18624115,65,90,0
135,373158,7348156,4.617191315,-0.008527162,21.56494331,30.23019981,322.1996765,65,30,1
