FID,X,Y,twi,curvature,slope,elevation,aspect,lithology,land_use,class
101,367437,7344309,6.841595173,-0.017730555,23.18181992,5.089533329,45.19527435,65,90,1
99,378633.055,7347129.484,7.682517052,-0.014489614,13.47525406,130.397934,316.9772339,65,20,0
47,369927.288,7341447.949,5.070274353,0.005168824,32.13169098,79.54679108,95.88818359,2,90,0
41,369388.9959,7348965.622,10.51143074,1.10E-05,0.12478324,3.730114937,96.61623383,2,130,0
195,380392,7357192,4.276698589,-6.15E-05,34.77697372,87.62624359,85.4450531,65,90,1
130,373697,7347730,4.432211399,-0.008130639,30.72761917,151.2314453,157.1707916,65,90,1
162,376766,7353544,5.475946426,-0.010493105,14.09963989,7.578491211,231.5319824,2,90,1
48,369943.8245,7341249.511,5.045720577,0.000669619,27.24600601,65.18003082,93.48215485,2,90,0
116,371802,7346396,5.333580971,0.00957334,18.66872025,13.86297798,226.5265198,2,90,1
70,378380.6844,7346629.971,8.264194489,-0.005194069,20.86748505,50.48667145,242.9383392,65,90,0
173,377719,7354677,4.891144753,-0.018088762,16.72619629,6.98177433,334.005188,2,90,1
180,380230,7355402,5.344609737,0.000538481,13.42476082,189.9815979,180.9011688,65,90,1
165,376841,7354165,4.452368736,-0.018912658,19.26595688,5.33796978,266.3388977,2,90,1
164,377247,7353988,5.888437748,-0.011307991,14.00481987,6.933695793,318.743042,65,90,1
179,381065,7355286,5.470358849,-0.019511081,22.82974434,10.28103828,175.213913,2,90,1
185,378847,7355804,5.607791901,-0.021314397,18.2745018,7.478470325,296.5407104,65,90,1
188,380895,7356004,3.012065887,0.000458784,26.19254303,119.2698059,22.16379929,65,90,1
87,382875.0011,7358554.765,5.618912697,0.005807624,16.18731689,119.8822861,347.2975769,65,90,0
184,381355,7355736,3.58451438,0.007190312,29.03040504,26.77646637,204.0003815,2,90,1
143,373971,7347624,3.755076647,-0.01724563,35.06731796,34.82037735,59.18134689,65,20,1
89,383073.439,7358157.89,4.53314352,0.005459868,28.25102043,144.2893982,152.7370758,65,90,0
197,380389,7357243,3.866227627,0.006108769,22.72119141,85.26066589,78.49642944,65,90,1
97,378850.9875,7347498.293,6.579550743,0.008072112,20.55040741,18.74612617,5.168511391,65,30,0
155,377535,7352870,4.24058485,-0.0456273,23.36314964,16.52991867,16.72984314,65,90,1
189,379107.6353,7356031.792,5.45425272,0.000719685,18.8932991,64.99707031,310.6597595,65,90,1
131,372376,7347832,4.464550495,0.00322865,24.72109985,30.01114845,317.0439758,65,30,1
8,369653.5798,7349064.841,14.48770714,-2.43E-05,0.081575163,3.562632561,57.44821167,2,30,0
150,375711,7348857,5.155329227,0.006003553,24.77268982,17.39791679,113.4725494,2,20,1
43,369232.7553,7341232.975,5.169073105,0.013261079,21.71683311,74.09593201,213.7132111,2,90,0
159,376797,7353183,5.254999638,-0.001757329,27.57062721,44.77903366,100.0996017,2,90,1
80,379084.7738,7348591.363,9.883749008,2.65E-05,0.204533219,4.826234818,206.2871246,2,30,0
