FID,X,Y,twi,curvature,slope,elevation,aspect,lithology,land_use,class
37,373158,7348256,5.72040844,0.404745102,3.751366854,24.66214752,225.9427948,65,30,0
116,371802,7346396,5.333580971,0.00957334,18.66872025,13.86297798,226.5265198,2,90,1
54,379634,7352798,3.127396107,-0.189888,23.66870117,24.5874939,115.7107391,2,30,0
133,373058,7348081,3.599532127,-0.005735134,28.6667614,30.54110527,323.7924194,65,30,1
33,372941,7348098,12.05458641,-0.21673125,1.140154243,0.349301338,254.4873352,65,30,0
110,370946.0334,7346022.025,4.132582664,-0.000184477,43.90483093,46.62856293,316.640686,2,30,1
104,371074,7345111,6.68855381,-0.010575908,29.80139923,15.33096313,71.88104248,2,20,1
115,372083,7346335,3.346848726,0.002410404,35.1417923,59.77449799,130.4406128,2,90,1
121,371658,7347211,7.58067131,-0.010924788,11.79544353,2.482979774,271.4399719,2,30,1
21,371946,7347238,3.661028385,0.195037842,27.20864296,124.7292099,225.2492065,2,20,0
9,370469,7345565,11.04141235,0.025297642,2.211563587,3.394966125,331.1905518,2,30,0
128,371923.9063,7347689.031,3.276497602,0.005552585,37.06031418,24.20172119,298.2260742,2,30,1
139,373334,7348443,3.419426918,-0.011403331,18.12388802,19.7640419,305.9782715,65,30,1
162,376766,7353544,5.475946426,-0.010493105,14.09963989,7.578491211,231.5319824,2,90,1
22,371658,7347311,10.96740723,-0.21718955,6.02401638,2.129746675,273.2409973,2,30,0
93,381007,7356483,4.240795136,0.945106506,8.192092896,111.1354675,61.75615311,65,90,0
6,366577,7345330,4.269240379,0.967372894,29.23558044,24.77475929,96.36706543,65,20,0
131,372376,7347832,4.464550495,0.00322865,24.72109985,30.01114845,317.0439758,65,30,1
181,380427,7355556,5.458826065,-0.004488463,27.06823921,169.9176025,172.7722015,65,90,1
84,379676,7355806,3.336482525,6.579742432,19.57629204,229.4501953,240.0745087,65,90,0
91,379289,7356261,2.81542635,1.536972046,30.91285324,169.7706451,242.1768188,65,90,0
